,DATE,WEATHER,TEMPC,WIND
87867,2016-03-29 01,normal,7.8,14.0
87868,2016-03-29 02,normal,7.2,10.0
87869,2016-03-29 03,normal,7.2,11.0
87870,2016-03-29 04,normal,7.2,18.0
87871,2016-03-29 05,normal,6.7,7.0
87872,2016-03-29 06,normal,6.7,13.0
87873,2016-03-29 07,normal,6.7,11.0
87874,2016-03-29 08,normal,7.8,13.0
87875,2016-03-29 09,normal,8.9,8.0
87876,2016-03-29 10,normal,9.4,10.0
87877,2016-03-29 11,normal,10.0,16.0
87878,2016-03-29 12,normal,10.6,
87879,2016-03-29 13,normal,11.1,9.0
87880,2016-03-29 14,normal,11.1,10.0
87881,2016-03-29 15,normal,11.1,9.0
87882,2016-03-29 16,normal,10.0,14.0
87883,2016-03-29 17,normal,9.4,11.0
87884,2016-03-29 18,normal,8.9,13.0
87885,2016-03-29 19,normal,7.8,15.0
87886,2016-03-29 20,normal,6.7,6.0
87887,2016-03-29 21,normal,6.1,9.0
87888,2016-03-29 22,normal,5.0,
87890,2016-03-29 23,normal,,
87891,2016-03-30 00,normal,3.9,6.0
87892,2016-03-30 01,normal,3.3,7.0
87893,2016-03-30 02,normal,3.3,3.0
87894,2016-03-30 03,normal,3.3,3.0
87895,2016-03-30 04,normal,2.8,6.0
87896,2016-03-30 05,normal,2.8,0.0
87897,2016-03-30 06,normal,3.3,0.0
87898,2016-03-30 07,normal,5.6,0.0
87899,2016-03-30 08,normal,7.8,5.0
87900,2016-03-30 09,normal,8.9,0.0
87901,2016-03-30 10,normal,11.1,3.0
87902,2016-03-30 11,normal,10.6,6.0
87903,2016-03-30 12,normal,11.7,5.0
87904,2016-03-30 13,normal,11.1,10.0
87905,2016-03-30 14,normal,10.0,
87906,2016-03-30 15,normal,8.9,10.0
87907,2016-03-30 16,normal,10.0,6.0
87908,2016-03-30 17,normal,9.4,8.0
87909,2016-03-30 18,normal,9.4,9.0
87910,2016-03-30 19,normal,9.4,8.0
87911,2016-03-30 20,normal,9.4,5.0
87912,2016-03-30 21,normal,8.3,9.0
87913,2016-03-30 22,normal,9.4,7.0
87915,2016-03-30 23,normal,,
87916,2016-03-31 00,normal,10.0,6.0
87917,2016-03-31 01,normal,10.0,9.0
87918,2016-03-31 02,normal,10.0,6.0
87919,2016-03-31 03,normal,10.6,3.0
87920,2016-03-31 04,normal,11.1,5.0
87921,2016-03-31 05,normal,11.1,5.0
87922,2016-03-31 06,normal,12.8,6.0
87923,2016-03-31 07,normal,14.4,6.0
87924,2016-03-31 08,normal,16.7,7.0
87925,2016-03-31 09,normal,18.3,11.0
87926,2016-03-31 10,normal,19.4,13.0
87927,2016-03-31 11,normal,20.6,5.0
87928,2016-03-31 12,normal,21.1,5.0
87929,2016-03-31 13,normal,22.2,7.0
87930,2016-03-31 14,normal,22.2,11.0
87931,2016-03-31 15,normal,20.0,6.0
87932,2016-03-31 16,normal,19.4,8.0
87933,2016-03-31 17,normal,18.3,9.0
87934,2016-03-31 18,normal,17.8,
87935,2016-03-31 19,normal,17.8,5.0
87936,2016-03-31 20,normal,16.7,6.0
87937,2016-03-31 21,normal,16.7,7.0
87938,2016-03-31 22,normal,17.8,3.0
87940,2016-03-31 23,normal,,
87941,2016-04-01 00,normal,18.3,7.0
87942,2016-04-01 01,normal,18.9,6.0
87943,2016-04-01 02,normal,18.9,5.0
87945,2016-04-01 03,normal,19.4,7.0
87948,2016-04-01 04,normal,17.8,6.0
87949,2016-04-01 05,normal,18.3,3.0
87950,2016-04-01 06,normal,17.8,5.0
87952,2016-04-01 07,normal,17.2,3.0
87953,2016-04-01 08,normal,17.8,3.0
87956,2016-04-01 09,normal,17.2,3.0
87959,2016-04-01 10,normal,18.9,6.0
87961,2016-04-01 11,normal,21.1,10.0
87962,2016-04-01 12,normal,22.2,0.0
87963,2016-04-01 13,normal,23.9,11.0
87964,2016-04-01 14,normal,25.6,10.0
87965,2016-04-01 15,normal,25.6,8.0
87966,2016-04-01 16,normal,25.0,7.0
87967,2016-04-01 17,rain,21.7,0.0
87968,2016-04-01 18,normal,18.9,3.0
87969,2016-04-01 19,normal,20.6,5.0
87970,2016-04-01 20,normal,20.6,3.0
87971,2016-04-01 21,normal,12.0,
87972,2016-04-01 22,normal,16.7,0.0
87974,2016-04-01 23,normal,,
87975,2016-04-02 00,normal,15.6,6.0
87976,2016-04-02 01,rain,14.4,6.0
87977,2016-04-02 02,normal,13.3,5.0
87978,2016-04-02 03,normal,12.2,7.0
87979,2016-04-02 04,normal,12.2,6.0
87980,2016-04-02 05,normal,12.2,3.0
87981,2016-04-02 06,normal,12.2,0.0
87982,2016-04-02 07,rain,11.1,0.0
87985,2016-04-02 08,rain,10.0,0.0
87987,2016-04-02 09,rain,9.4,6.0
87989,2016-04-02 10,normal,10.6,0.0
87990,2016-04-02 11,normal,10.6,0.0
87991,2016-04-02 12,normal,11.1,
87992,2016-04-02 13,normal,12.8,
87993,2016-04-02 14,normal,12.2,5.0
87994,2016-04-02 15,normal,12.8,8.0
87995,2016-04-02 16,normal,12.8,6.0
87996,2016-04-02 17,normal,11.1,3.0
87997,2016-04-02 18,normal,10.0,9.0
87998,2016-04-02 19,normal,10.0,
87999,2016-04-02 20,normal,10.6,8.0
88000,2016-04-02 21,normal,10.6,8.0
88003,2016-04-02 22,normal,10.0,
88007,2016-04-02 23,normal,,
88010,2016-04-03 00,normal,6.1,3.0
88012,2016-04-03 01,normal,5.0,9.0
88014,2016-04-03 02,normal,5.6,9.0
88015,2016-04-03 03,normal,5.0,11.0
88019,2016-04-03 04,normal,2.8,15.0
88021,2016-04-03 05,normal,2.8,18.0
88022,2016-04-03 06,normal,1.7,18.0
88023,2016-04-03 07,normal,1.1,16.0
88024,2016-04-03 08,normal,1.1,17.0
88025,2016-04-03 09,normal,1.7,21.0
88026,2016-04-03 10,normal,2.2,17.0
88027,2016-04-03 11,normal,3.3,11.0
88028,2016-04-03 12,normal,3.3,15.0
88029,2016-04-03 13,normal,3.9,10.0
88030,2016-04-03 14,normal,4.4,13.0
88031,2016-04-03 15,normal,4.4,14.0
88032,2016-04-03 16,normal,4.4,5.0
88033,2016-04-03 17,normal,4.4,5.0
88034,2016-04-03 18,normal,3.9,
88035,2016-04-03 19,normal,3.3,0.0
88036,2016-04-03 20,normal,3.3,5.0
88037,2016-04-03 21,normal,3.3,0.0
88038,2016-04-03 22,normal,3.3,5.0
88040,2016-04-03 23,normal,,
88041,2016-04-04 00,normal,2.8,7.0
88042,2016-04-04 01,normal,2.2,7.0
88043,2016-04-04 02,normal,2.2,8.0
88044,2016-04-04 03,normal,2.8,9.0
88045,2016-04-04 04,normal,3.3,7.0
88046,2016-04-04 05,snow,2.8,6.0
88047,2016-04-04 06,rain,3.9,5.0
88048,2016-04-04 07,rain,3.9,6.0
88049,2016-04-04 08,rain,4.4,0.0
88050,2016-04-04 09,normal,6.1,3.0
88051,2016-04-04 10,rain,6.1,3.0
88052,2016-04-04 11,rain,6.1,3.0
88055,2016-04-04 12,rain,6.1,5.0
88059,2016-04-04 13,rain,6.7,5.0
88063,2016-04-04 14,rain,6.7,6.0
88069,2016-04-04 15,rain,5.0,7.0
88071,2016-04-04 16,rain,3.9,9.0
88074,2016-04-04 17,normal,2.2,13.0
88076,2016-04-04 18,normal,1.1,9.0
88077,2016-04-04 19,normal,0.6,11.0
88080,2016-04-04 20,normal,0.6,9.0
88082,2016-04-04 21,normal,0.0,9.0
88083,2016-04-04 22,normal,-0.6,6.0
88086,2016-04-04 23,normal,,
88089,2016-04-05 00,normal,-1.7,8.0
88090,2016-04-05 01,normal,-2.2,8.0
88091,2016-04-05 02,normal,-2.2,14.0
88092,2016-04-05 03,normal,-2.8,10.0
88093,2016-04-05 04,normal,-2.8,7.0
88094,2016-04-05 05,normal,-3.3,15.0
88095,2016-04-05 06,normal,-2.8,8.0
88096,2016-04-05 07,normal,-2.2,10.0
88097,2016-04-05 08,normal,-1.1,14.0
88098,2016-04-05 09,normal,0.0,8.0
88099,2016-04-05 10,normal,1.1,11.0
88100,2016-04-05 11,normal,2.2,10.0
88101,2016-04-05 12,normal,3.9,8.0
88102,2016-04-05 13,normal,3.9,5.0
88103,2016-04-05 14,normal,5.6,9.0
88104,2016-04-05 15,normal,5.0,11.0
88105,2016-04-05 16,normal,5.0,5.0
88106,2016-04-05 17,normal,4.4,
88107,2016-04-05 18,normal,3.9,7.0
88108,2016-04-05 19,normal,3.3,6.0
88109,2016-04-05 20,normal,2.8,0.0
88110,2016-04-05 21,normal,2.2,9.0
88111,2016-04-05 22,normal,1.1,7.0
88113,2016-04-05 23,normal,,
88114,2016-04-06 00,normal,0.0,0.0
88115,2016-04-06 01,normal,0.0,0.0
88116,2016-04-06 02,normal,-0.6,3.0
88117,2016-04-06 03,normal,-0.6,6.0
88118,2016-04-06 04,normal,-1.1,5.0
88119,2016-04-06 05,normal,-1.1,0.0
88120,2016-04-06 06,normal,0.0,5.0
88121,2016-04-06 07,normal,1.1,0.0
88122,2016-04-06 08,normal,2.8,3.0
88123,2016-04-06 09,normal,6.1,8.0
88124,2016-04-06 10,normal,6.7,7.0
88125,2016-04-06 11,normal,7.2,5.0
88126,2016-04-06 12,normal,7.2,7.0
88127,2016-04-06 13,normal,7.2,6.0
88128,2016-04-06 14,normal,6.7,
88129,2016-04-06 15,normal,6.1,11.0
88130,2016-04-06 16,normal,7.2,16.0
88131,2016-04-06 17,normal,6.7,15.0
88132,2016-04-06 18,normal,6.7,10.0
88133,2016-04-06 19,normal,6.7,3.0
88134,2016-04-06 20,normal,7.2,
88135,2016-04-06 21,normal,7.8,7.0
88136,2016-04-06 22,normal,8.3,5.0
88138,2016-04-06 23,normal,,
88139,2016-04-07 00,normal,8.9,6.0
88140,2016-04-07 01,normal,8.9,7.0
88141,2016-04-07 02,normal,9.4,5.0
88142,2016-04-07 03,normal,11.1,3.0
88143,2016-04-07 04,normal,11.7,6.0
88144,2016-04-07 05,normal,12.2,6.0
88145,2016-04-07 06,normal,12.2,13.0
88146,2016-04-07 07,normal,12.2,7.0
88147,2016-04-07 08,normal,13.3,9.0
88149,2016-04-07 09,normal,12.8,13.0
88151,2016-04-07 10,normal,12.8,7.0
88153,2016-04-07 11,rain,12.2,11.0
88157,2016-04-07 12,normal,11.7,7.0
88158,2016-04-07 13,normal,12.8,8.0
88161,2016-04-07 14,normal,14.4,7.0
88164,2016-04-07 15,normal,13.9,3.0
88165,2016-04-07 16,normal,13.9,13.0
88166,2016-04-07 17,normal,13.9,5.0
88167,2016-04-07 18,normal,13.3,
88168,2016-04-07 19,normal,12.8,3.0
88169,2016-04-07 20,normal,12.8,5.0
88170,2016-04-07 21,normal,12.2,7.0
88171,2016-04-07 22,normal,11.1,11.0
88173,2016-04-07 23,normal,,
88174,2016-04-08 00,normal,9.4,10.0
88175,2016-04-08 01,normal,8.9,9.0
88177,2016-04-08 02,normal,8.9,8.0
88179,2016-04-08 03,normal,7.2,6.0
88180,2016-04-08 04,normal,7.2,5.0
88181,2016-04-08 05,normal,6.7,5.0
88182,2016-04-08 06,normal,6.7,10.0
88183,2016-04-08 07,normal,7.2,
88184,2016-04-08 08,normal,8.3,8.0
88185,2016-04-08 09,normal,7.8,13.0
88186,2016-04-08 10,normal,7.8,7.0
88187,2016-04-08 11,normal,8.3,8.0
88188,2016-04-08 12,normal,6.7,9.0
88189,2016-04-08 13,normal,7.2,10.0
88190,2016-04-08 14,normal,6.7,9.0
88191,2016-04-08 15,normal,7.8,6.0
88192,2016-04-08 16,normal,7.8,8.0
88193,2016-04-08 17,normal,7.8,7.0
88194,2016-04-08 18,normal,7.2,11.0
88195,2016-04-08 19,normal,6.7,5.0
88196,2016-04-08 20,normal,6.1,3.0
88197,2016-04-08 21,normal,6.1,0.0
88198,2016-04-08 22,normal,5.0,0.0
88200,2016-04-08 23,normal,,
88201,2016-04-09 00,normal,3.9,5.0
88202,2016-04-09 01,normal,3.9,3.0
88203,2016-04-09 02,normal,3.3,3.0
88204,2016-04-09 03,normal,3.3,3.0
88205,2016-04-09 04,normal,3.3,5.0
88206,2016-04-09 05,normal,3.3,5.0
88207,2016-04-09 06,normal,4.4,7.0
88208,2016-04-09 07,normal,5.6,7.0
88209,2016-04-09 08,normal,5.6,10.0
88210,2016-04-09 09,normal,5.6,7.0
88211,2016-04-09 10,normal,6.1,9.0
88213,2016-04-09 11,rain,3.9,5.0
88215,2016-04-09 12,rain,3.3,8.0
88216,2016-04-09 13,rain,3.3,8.0
88217,2016-04-09 14,rain,3.3,7.0
88218,2016-04-09 15,normal,3.3,5.0
88220,2016-04-09 16,normal,3.9,8.0
88221,2016-04-09 17,normal,4.4,8.0
88222,2016-04-09 18,normal,5.0,7.0
88223,2016-04-09 19,normal,5.6,3.0
88224,2016-04-09 20,normal,5.6,8.0
88225,2016-04-09 21,normal,4.4,3.0
88226,2016-04-09 22,normal,3.3,9.0
88228,2016-04-09 23,normal,,
88229,2016-04-10 00,normal,1.7,7.0
88230,2016-04-10 01,normal,1.1,
88231,2016-04-10 02,normal,0.6,
88232,2016-04-10 03,normal,0.0,3.0
88233,2016-04-10 04,normal,0.0,3.0
88234,2016-04-10 05,normal,-0.6,7.0
88235,2016-04-10 06,normal,0.0,3.0
88236,2016-04-10 07,normal,0.6,7.0
88237,2016-04-10 08,normal,2.2,3.0
88238,2016-04-10 09,normal,4.4,5.0
88239,2016-04-10 10,normal,5.6,5.0
88240,2016-04-10 11,normal,6.7,3.0
88241,2016-04-10 12,normal,7.8,5.0
88242,2016-04-10 13,normal,8.9,5.0
88243,2016-04-10 14,normal,9.4,5.0
88244,2016-04-10 15,normal,9.4,6.0
88245,2016-04-10 16,normal,8.3,
88246,2016-04-10 17,normal,7.2,5.0
88247,2016-04-10 18,normal,6.7,3.0
88248,2016-04-10 19,normal,8.3,8.0
88249,2016-04-10 20,normal,8.3,6.0
88250,2016-04-10 21,normal,7.8,6.0
88251,2016-04-10 22,normal,6.7,7.0
88253,2016-04-10 23,normal,,
88254,2016-04-11 00,normal,6.7,3.0
88255,2016-04-11 01,normal,6.7,9.0
88256,2016-04-11 02,normal,6.7,11.0
88257,2016-04-11 03,normal,7.2,6.0
88258,2016-04-11 04,normal,7.2,7.0
88259,2016-04-11 05,normal,7.8,7.0
88260,2016-04-11 06,normal,8.3,
88261,2016-04-11 07,normal,9.4,
88262,2016-04-11 08,normal,10.0,5.0
88263,2016-04-11 09,normal,11.1,
88264,2016-04-11 10,normal,12.8,5.0
88265,2016-04-11 11,normal,16.1,6.0
88266,2016-04-11 12,normal,16.1,9.0
88267,2016-04-11 13,normal,16.1,7.0
88268,2016-04-11 14,normal,16.7,11.0
88269,2016-04-11 15,normal,15.6,3.0
88270,2016-04-11 16,rain,14.4,8.0
88271,2016-04-11 17,rain,12.8,7.0
88272,2016-04-11 18,normal,12.8,5.0
88273,2016-04-11 19,normal,13.9,9.0
88274,2016-04-11 20,normal,13.3,7.0
88275,2016-04-11 21,normal,12.8,3.0
88276,2016-04-11 22,normal,12.8,6.0
88278,2016-04-11 23,normal,,
88279,2016-04-12 00,normal,11.7,5.0
88280,2016-04-12 01,normal,11.7,7.0
88281,2016-04-12 02,normal,12.2,5.0
88282,2016-04-12 03,normal,12.8,3.0
88283,2016-04-12 04,rain,13.9,5.0
88284,2016-04-12 05,normal,13.3,7.0
88286,2016-04-12 06,rain,13.3,5.0
88288,2016-04-12 07,rain,13.3,5.0
88292,2016-04-12 08,rain,13.9,5.0
88294,2016-04-12 09,normal,8.3,7.0
88296,2016-04-12 10,rain,7.2,6.0
88297,2016-04-12 11,normal,7.8,5.0
88298,2016-04-12 12,normal,8.9,6.0
88299,2016-04-12 13,normal,12.8,7.0
88300,2016-04-12 14,normal,13.9,7.0
88301,2016-04-12 15,normal,13.9,5.0
88302,2016-04-12 16,normal,13.9,7.0
88303,2016-04-12 17,normal,12.2,9.0
88304,2016-04-12 18,normal,11.1,
88305,2016-04-12 19,normal,8.9,0.0
88306,2016-04-12 20,normal,8.3,3.0
88307,2016-04-12 21,normal,8.3,0.0
88308,2016-04-12 22,normal,7.8,6.0
88310,2016-04-12 23,normal,,
88311,2016-04-13 00,normal,6.7,5.0
88312,2016-04-13 01,normal,6.1,5.0
88313,2016-04-13 02,normal,5.6,
88314,2016-04-13 03,normal,5.0,6.0
88315,2016-04-13 04,normal,4.4,3.0
88316,2016-04-13 05,normal,4.4,5.0
88317,2016-04-13 06,normal,5.6,5.0
88318,2016-04-13 07,normal,6.7,8.0
88319,2016-04-13 08,normal,7.2,14.0
88320,2016-04-13 09,normal,9.4,8.0
88321,2016-04-13 10,normal,10.0,6.0
88322,2016-04-13 11,normal,11.1,7.0
88323,2016-04-13 12,normal,12.2,0.0
88324,2016-04-13 13,normal,12.2,5.0
88325,2016-04-13 14,normal,12.8,
88326,2016-04-13 15,normal,13.9,5.0
88327,2016-04-13 16,normal,13.3,0.0
88328,2016-04-13 17,normal,11.7,
88329,2016-04-13 18,normal,10.0,3.0
88330,2016-04-13 19,normal,8.9,0.0
88331,2016-04-13 20,normal,8.3,3.0
88332,2016-04-13 21,normal,8.3,0.0
88333,2016-04-13 22,normal,8.3,3.0
88335,2016-04-13 23,normal,,
88336,2016-04-14 00,normal,7.8,3.0
88337,2016-04-14 01,normal,7.2,0.0
88338,2016-04-14 02,normal,7.2,3.0
88339,2016-04-14 03,normal,7.2,6.0
88340,2016-04-14 04,normal,7.2,8.0
88341,2016-04-14 05,normal,6.7,10.0
88342,2016-04-14 06,normal,7.2,10.0
88343,2016-04-14 07,normal,8.3,11.0
88346,2016-04-14 08,normal,8.9,9.0
88347,2016-04-14 09,normal,10.6,8.0
88348,2016-04-14 10,normal,12.2,7.0
88349,2016-04-14 11,normal,13.9,3.0
88350,2016-04-14 12,normal,15.6,6.0
88351,2016-04-14 13,normal,15.6,5.0
88352,2016-04-14 14,normal,16.1,5.0
88353,2016-04-14 15,normal,16.7,3.0
88354,2016-04-14 16,normal,13.9,9.0
88355,2016-04-14 17,normal,12.2,8.0
88356,2016-04-14 18,normal,10.0,9.0
88357,2016-04-14 19,normal,8.9,10.0
88358,2016-04-14 20,normal,8.3,6.0
88359,2016-04-14 21,normal,7.8,7.0
88360,2016-04-14 22,normal,7.2,0.0
88362,2016-04-14 23,normal,,
88363,2016-04-15 00,normal,7.8,0.0
88364,2016-04-15 01,normal,7.2,3.0
88365,2016-04-15 02,normal,7.2,3.0
88366,2016-04-15 03,normal,6.7,0.0
88367,2016-04-15 04,normal,6.1,3.0
88368,2016-04-15 05,normal,6.7,0.0
88369,2016-04-15 06,normal,8.3,5.0
88370,2016-04-15 07,normal,10.0,6.0
88371,2016-04-15 08,normal,11.1,11.0
88372,2016-04-15 09,normal,11.7,7.0
88373,2016-04-15 10,normal,13.9,9.0
88374,2016-04-15 11,normal,13.9,3.0
88375,2016-04-15 12,normal,15.6,
88376,2016-04-15 13,normal,16.7,5.0
88377,2016-04-15 14,normal,17.8,0.0
88378,2016-04-15 15,normal,17.2,3.0
88379,2016-04-15 16,normal,16.7,0.0
88380,2016-04-15 17,normal,15.0,0.0
88381,2016-04-15 18,normal,13.3,6.0
88382,2016-04-15 19,normal,9.4,7.0
88383,2016-04-15 20,normal,8.9,0.0
88384,2016-04-15 21,normal,8.3,8.0
88385,2016-04-15 22,normal,8.3,3.0
88387,2016-04-15 23,normal,,
88388,2016-04-16 00,normal,8.3,3.0
88389,2016-04-16 01,normal,8.3,3.0
88390,2016-04-16 02,normal,7.8,3.0
88391,2016-04-16 03,normal,7.2,3.0
88392,2016-04-16 04,normal,6.7,6.0
88393,2016-04-16 05,normal,7.2,5.0
88394,2016-04-16 06,normal,8.9,5.0
88395,2016-04-16 07,normal,10.6,7.0
88396,2016-04-16 08,normal,11.7,11.0
88397,2016-04-16 09,normal,13.3,8.0
88398,2016-04-16 10,normal,14.4,6.0
88399,2016-04-16 11,normal,16.1,7.0
88400,2016-04-16 12,normal,17.8,6.0
88401,2016-04-16 13,normal,18.9,7.0
88402,2016-04-16 14,normal,17.8,0.0
88403,2016-04-16 15,normal,18.9,
88404,2016-04-16 16,normal,17.2,7.0
88405,2016-04-16 17,normal,16.7,5.0
88406,2016-04-16 18,normal,11.7,8.0
88407,2016-04-16 19,normal,10.6,6.0
88408,2016-04-16 20,normal,9.4,5.0
88409,2016-04-16 21,normal,8.9,0.0
88410,2016-04-16 22,normal,8.3,0.0
88412,2016-04-16 23,normal,,
88413,2016-04-17 00,normal,8.3,3.0
88414,2016-04-17 01,normal,8.3,3.0
88415,2016-04-17 02,normal,7.2,5.0
88416,2016-04-17 03,normal,7.8,3.0
88417,2016-04-17 04,normal,7.2,0.0
88418,2016-04-17 05,normal,7.8,0.0
88419,2016-04-17 06,normal,9.4,0.0
88420,2016-04-17 07,normal,11.7,3.0
88421,2016-04-17 08,normal,13.3,0.0
88422,2016-04-17 09,normal,15.6,5.0
88423,2016-04-17 10,normal,17.8,3.0
88424,2016-04-17 11,normal,18.3,3.0
88425,2016-04-17 12,normal,20.0,0.0
88426,2016-04-17 13,normal,21.7,0.0
88427,2016-04-17 14,normal,22.8,3.0
88428,2016-04-17 15,normal,23.3,0.0
88429,2016-04-17 16,normal,20.6,9.0
88430,2016-04-17 17,normal,18.9,5.0
88431,2016-04-17 18,normal,16.1,6.0
88432,2016-04-17 19,normal,14.4,6.0
88433,2016-04-17 20,normal,13.3,0.0
88434,2016-04-17 21,normal,12.8,0.0
88435,2016-04-17 22,normal,12.2,0.0
88437,2016-04-17 23,normal,,
88438,2016-04-18 00,normal,11.1,0.0
88439,2016-04-18 01,normal,11.7,0.0
88440,2016-04-18 02,normal,11.1,3.0
88441,2016-04-18 03,normal,10.6,3.0
88442,2016-04-18 04,normal,11.1,0.0
88443,2016-04-18 05,normal,11.1,0.0
88444,2016-04-18 06,normal,15.0,0.0
88445,2016-04-18 07,normal,18.3,3.0
88446,2016-04-18 08,normal,20.0,3.0
88447,2016-04-18 09,normal,22.2,7.0
88448,2016-04-18 10,normal,23.3,5.0
88449,2016-04-18 11,normal,25.6,7.0
88450,2016-04-18 12,normal,25.6,0.0
88451,2016-04-18 13,normal,27.2,0.0
88452,2016-04-18 14,normal,27.2,6.0
88453,2016-04-18 15,normal,25.0,7.0
88454,2016-04-18 16,normal,23.9,10.0
88455,2016-04-18 17,normal,21.7,
88456,2016-04-18 18,normal,18.9,9.0
88457,2016-04-18 19,normal,17.8,3.0
88458,2016-04-18 20,normal,18.3,0.0
88459,2016-04-18 21,normal,18.3,6.0
88460,2016-04-18 22,normal,18.3,10.0
88462,2016-04-18 23,normal,,
88463,2016-04-19 00,normal,17.8,7.0
88464,2016-04-19 01,normal,16.7,6.0
88465,2016-04-19 02,normal,16.1,6.0
88466,2016-04-19 03,normal,17.2,3.0
88467,2016-04-19 04,normal,18.3,7.0
88468,2016-04-19 05,normal,17.8,7.0
88469,2016-04-19 06,normal,18.3,6.0
88470,2016-04-19 07,normal,18.9,
88471,2016-04-19 08,normal,20.0,
88472,2016-04-19 09,normal,20.0,9.0
88473,2016-04-19 10,normal,21.1,9.0
88474,2016-04-19 11,normal,21.7,8.0
88475,2016-04-19 12,normal,21.1,14.0
88476,2016-04-19 13,normal,21.1,8.0
88477,2016-04-19 14,normal,21.7,8.0
88478,2016-04-19 15,normal,21.1,11.0
88479,2016-04-19 16,normal,20.6,5.0
88480,2016-04-19 17,normal,19.4,8.0
88481,2016-04-19 18,normal,18.3,10.0
88482,2016-04-19 19,normal,17.2,
88483,2016-04-19 20,normal,16.1,11.0
88484,2016-04-19 21,normal,15.0,5.0
88485,2016-04-19 22,normal,13.9,6.0
88487,2016-04-19 23,normal,,
88488,2016-04-20 00,normal,11.7,
88489,2016-04-20 01,normal,11.7,5.0
88490,2016-04-20 02,normal,11.1,7.0
88491,2016-04-20 03,normal,10.6,6.0
88492,2016-04-20 04,normal,10.0,3.0
88493,2016-04-20 05,normal,10.0,6.0
88494,2016-04-20 06,normal,10.6,5.0
88495,2016-04-20 07,normal,12.2,10.0
88496,2016-04-20 08,normal,13.9,10.0
88497,2016-04-20 09,normal,15.0,13.0
88498,2016-04-20 10,normal,16.7,6.0
88499,2016-04-20 11,normal,17.8,8.0
88500,2016-04-20 12,normal,18.9,6.0
88501,2016-04-20 13,normal,18.9,10.0
88502,2016-04-20 14,normal,19.4,7.0
88503,2016-04-20 15,normal,20.0,5.0
88504,2016-04-20 16,normal,19.4,0.0
88505,2016-04-20 17,normal,16.1,6.0
88506,2016-04-20 18,normal,13.9,6.0
88507,2016-04-20 19,normal,13.3,3.0
88508,2016-04-20 20,normal,13.9,0.0
88509,2016-04-20 21,normal,13.9,6.0
88510,2016-04-20 22,normal,12.2,5.0
88512,2016-04-20 23,normal,,
88513,2016-04-21 00,normal,11.1,
88514,2016-04-21 01,normal,11.1,7.0
88515,2016-04-21 02,normal,10.0,5.0
88516,2016-04-21 03,normal,9.4,8.0
88517,2016-04-21 04,normal,10.0,5.0
88518,2016-04-21 05,normal,10.0,3.0
88519,2016-04-21 06,normal,10.6,6.0
88520,2016-04-21 07,normal,12.2,6.0
88521,2016-04-21 08,normal,13.9,6.0
88522,2016-04-21 09,normal,16.7,15.0
88523,2016-04-21 10,normal,18.3,0.0
88524,2016-04-21 11,normal,20.6,3.0
88525,2016-04-21 12,normal,20.0,10.0
88526,2016-04-21 13,normal,21.1,
88527,2016-04-21 14,normal,21.7,
88528,2016-04-21 15,normal,21.7,6.0
88529,2016-04-21 16,normal,21.1,6.0
88530,2016-04-21 17,normal,20.6,3.0
88531,2016-04-21 18,normal,21.1,6.0
88532,2016-04-21 19,normal,20.6,3.0
88533,2016-04-21 20,normal,20.6,5.0
88534,2016-04-21 21,normal,20.0,
88535,2016-04-21 22,normal,19.4,5.0
88537,2016-04-21 23,normal,,
88538,2016-04-22 00,normal,18.9,7.0
88539,2016-04-22 01,normal,18.9,3.0
88540,2016-04-22 02,normal,18.3,0.0
88541,2016-04-22 03,normal,18.3,0.0
88542,2016-04-22 04,normal,17.2,0.0
88543,2016-04-22 05,normal,17.2,0.0
88544,2016-04-22 06,normal,18.3,3.0
88545,2016-04-22 07,normal,19.4,5.0
88546,2016-04-22 08,normal,20.6,6.0
88547,2016-04-22 09,normal,22.2,3.0
88548,2016-04-22 10,normal,24.4,8.0
88549,2016-04-22 11,normal,25.0,
88550,2016-04-22 12,normal,25.6,6.0
88551,2016-04-22 13,normal,25.0,7.0
88552,2016-04-22 14,normal,25.0,
88553,2016-04-22 15,normal,25.0,6.0
88554,2016-04-22 16,normal,24.4,5.0
88555,2016-04-22 17,normal,24.4,5.0
88556,2016-04-22 18,normal,23.3,6.0
88557,2016-04-22 19,normal,23.3,
88558,2016-04-22 20,normal,22.2,3.0
88559,2016-04-22 21,normal,21.7,6.0
88560,2016-04-22 22,normal,21.7,6.0
88562,2016-04-22 23,normal,,
88563,2016-04-23 00,rain,17.8,5.0
88564,2016-04-23 01,rain,17.8,5.0
88571,2016-04-23 02,rain,17.2,7.0
88572,2016-04-23 03,rain,17.2,3.0
88574,2016-04-23 04,fog,16.7,0.0
88576,2016-04-23 05,normal,16.7,5.0
88577,2016-04-23 06,rain,16.1,3.0
88578,2016-04-23 07,rain,16.1,5.0
88579,2016-04-23 08,normal,16.1,6.0
88580,2016-04-23 09,normal,16.1,
88581,2016-04-23 10,normal,17.8,7.0
88582,2016-04-23 11,normal,18.3,8.0
88583,2016-04-23 12,normal,18.9,9.0
88584,2016-04-23 13,normal,21.1,8.0
88585,2016-04-23 14,normal,20.6,9.0
88586,2016-04-23 15,normal,19.4,10.0
88587,2016-04-23 16,normal,20.0,14.0
88588,2016-04-23 17,normal,18.3,9.0
88589,2016-04-23 18,normal,16.7,11.0
